acctsessionid,acctuniqueid,username,groupname,realm,nasipaddress,nasidentifier,nasportid,nasporttype,acctstarttime,acctstoptime,acctsessiontime,acctauthentic,connectinfo_start,connectinfo_stop,acctinputoctets,acctoutputoctets,calledstationid,callingstationid,acctterminatecause,servicetype,framedprotocol,framedipaddress,acctstartdelay,acctstopdelay,xascendsessionsvrkey
e05d547b3aa2_000_0000002040_1733543670,d61d6bbdff380074424f46091f46c5ad,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:54","2024/12/07 4:00",334,RADIUS,,,111596,268932,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,Lost-Carrier,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000001282_1733628804,e717957d431c53bb5b2b77ee7bdbe7f4,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:33","2024/12/08 3:37",231,RADIUS,,,16635,44816,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003060_1733546175,14a6f70d46c3b75d8ba13c26777113af,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:36","2024/12/07 4:37",57,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003042_1733551693,a3dca36dabde95c2c2e99c6b4d8cf2d4,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:08","2024/12/07 6:47",2382,RADIUS,,,955364,1364670,e0-5d-54-7b-39-f3:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000003080_1733546245,d25a186fdd32b15afdbdf75953d142fe,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:37","2024/12/07 4:45",493,RADIUS,,,309191,413241,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000001306_1733629036,4f9dff73d23856ea517de4596a0e55a7,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:37","2024/12/08 3:42",316,RADIUS,,,7976,25849,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,Supplicant-Restart,Framed-User,,172.25.30.186,,,
e05d547b39f3_000_0000000532_1733555550,2cde8b331e54af1fa420c24fccc45c21,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:12",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,46-2c-55-7f-ce-c5,,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000683_1733543938,bbdab5dd3e99495485254a1474d5672e,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:59",,300,RADIUS,,,41574,83824,e0-5d-54-7b-3a-75:cityroam,46-2c-55-7f-ce-c5,,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000002181_1733544010,269ca84af6c85948278aa3d818ac7bd0,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:00","2024/12/07 4:07",414,RADIUS,,,79152,112780,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000001333_1733629371,0a02dbc5e7d25b7e8de3a139b29e6a79,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:43","2024/12/08 3:43",6,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001217_1733629394,d4e57869d7a90cbd8a5b051b08170fde,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:43",,300,RADIUS,,,38596,129287,e0-5d-54-7b-39-f3:cityroam,46-2c-55-7f-ce-c5,,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000001438_1733629781,4965e5566ebb018093877d0f7b878a3b,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:49","2024/12/08 3:51",114,RADIUS,,,419253,14135367,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003387_1733546855,fc89e71a8e7087d624204817c0284bb5,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:47","2024/12/07 4:54",430,RADIUS,,,30166,91081,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,User-Request,Framed-User,,172.25.30.186,,,
e05d547b3aa2_000_0000002457_1733544550,afe49dcf6a21a9750a1b603b471e768d,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:09",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,46-2c-55-7f-ce-c5,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000006916_1733545223,b748797b10816efe35c51c99ed192384,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:20",,900,RADIUS,,,397067,628125,e0-5d-54-7b-39-f3:cityroam,46-2c-55-7f-ce-c5,,Framed-User,,172.25.30.186,,,
e05d547b3a75_000_0000000582_1733628499,59448112b27fc5bcd61d919c6541f93f,mucf1762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:28","2024/12/08 3:29",45,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,46-2c-55-7f-ce-c5,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002849_1733633993,47cd0eb1c9cb30af643b61a307272575,mszf2978@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:59","2024/12/08 5:05",337,RADIUS,,,0,684,e0-5d-54-7b-3a-a2:cityroam,b2-5b-ee-8d-74-9e,User-Request,Framed-User,,172.25.29.88,,,
e05d547b39f3_000_0000003903_1733634023,c027ff60c7a7c7982a5260e5e8ffa31e,mszf2978@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:00","2024/12/08 5:06",350,RADIUS,,,107442,309480,e0-5d-54-7b-39-f3:cityroam,b2-5b-ee-8d-74-9e,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000066_1733535899,d42b35b4f813cd42283438d8b2717c19,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:45","2024/12/07 1:47",132,RADIUS,,,51903,64073,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000076_1733536099,d228eba5617ced7598217ea22531eab0,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:48","2024/12/07 1:53",327,RADIUS,,,831418,18803728,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,Lost-Carrier,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000747_1733539512,35000b0debd9c67f32a103ee44ba0094,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:45","2024/12/07 2:51",341,RADIUS,,,33426,83445,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000096_1733536450,9d6702714bcbcbcdfa0e91f4787fdd91,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:54","2024/12/07 1:54",1,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000100_1733536483,589dee668dd9fc4571382445c54fb720,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:54","2024/12/07 1:54",8,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000102_1733536504,181ef5e4f78d32d8a47166649cc7b45c,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:55","2024/12/07 2:04",578,RADIUS,,,338706,3699422,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3a75_000_0000000482_1733541018,5d267871a9a8be82927468d6ab5fb5e8,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:10","2024/12/07 3:19",534,RADIUS,,,7662,21119,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000001125_1733541023,a21b31a4ca9360e56084fadabb359f29,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:10","2024/12/07 3:12",150,RADIUS,,,63903,4669009,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000073_1733537082,00cd0c5b89dde787d68c49c13c28a2cc,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:04","2024/12/07 2:05",29,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000158_1733537175,e597e678bb13c6e1a4bb4eddfe70b84f,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:06","2024/12/07 2:08",149,RADIUS,,,131352,3156529,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000001206_1733541244,dfd45c07d83d0b792769251c0afc7f52,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:14","2024/12/07 3:14",30,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000181_1733537349,537df46ce53e115263b91455b007dac9,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:09","2024/12/07 2:12",209,RADIUS,,,116557,90973,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000886_1733540239,89627927409ca0831b30361304715bfc,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:57","2024/12/07 3:09",714,RADIUS,,,221901,2063261,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000237_1733537583,691b99e8daf8f5fffbf8e065a3d182d4,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 1/0.",Wireless-802.11,"2024/12/07 2:13","2024/12/07 2:13",25,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000005_1733533327,42999f0604339bd1c504f14921dba1a8,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:02",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000004_1733533568,52f16896e5dd7196bbf25628bfe8407a,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:06","2024/12/07 1:07",99,RADIUS,,,27509,814688,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,Supplicant-Restart,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000018_1733533755,ecc6f9504e36aacf7441ee43ecf29fc0,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:09","2024/12/07 1:09",6,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000017_1733533756,05ce4f622a17532f2b2c3f4bb0742e4f,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:09","2024/12/07 1:16",405,RADIUS,,,135499,5313340,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,0,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000263_1733537720,bfb39e216d69bf9a908197f4592b8f8c,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:15","2024/12/07 2:37",1331,RADIUS,,,663125,1365294,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,Lost-Carrier,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000027_1733534176,b8097439ad171122d6512b1b821c3a5f,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:16","2024/12/07 1:16",8,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000021_1733534183,fc3c68e66d97a7b11fff75cec5b0af60,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:16","2024/12/07 1:19",174,RADIUS,,,80946,222906,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000029_1733534294,2fe9c0ab458bfbfdac6ed2436e1a461e,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:19","2024/12/07 1:21",98,RADIUS,,,29912,42415,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000026_1733534457,f6abc8c758636f5a3d601ad16860853b,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:20","2024/12/07 1:24",191,RADIUS,,,11782,35677,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000022_1733618847,2e58ab0d27e7c75e3e0e3470d946d820,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:47","2024/12/08 0:52",317,RADIUS,,,32851,58424,e0-5d-54-7b-39-f3:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000014_1733618857,6da2ef93ded69fd5b026cc0b6ad8bd98,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:47",,300,RADIUS,,,11478,35040,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,,Framed-User,,172.25.31.190,,,
e05d547b3aa2_000_0000000035_1733534645,5d30f390635aaf506f6fcf73f26c4bca,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:24","2024/12/07 1:43",1166,RADIUS,,,537927,3003863,e0-5d-54-7b-3a-a2:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b3a75_000_0000000033_1733535305,95114801d569fb4ffe7e724e7b4d9ef8,msug2709@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 1/0.",Wireless-802.11,"2024/12/07 1:35","2024/12/07 1:40",346,RADIUS,,,22491,26818,e0-5d-54-7b-3a-75:cityroam,1e-ae-8d-f6-c7-ad,User-Request,Framed-User,,172.25.31.190,,,
e05d547b39f3_000_0000000957_1733540330,2ab7ee3750ee198f1557fe1e469af291,mreb1293@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:58","2024/12/07 3:03",285,RADIUS,,,972987,3289419,e0-5d-54-7b-39-f3:cityroam,26-43-d6-ea-15-37,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004117_1733554706,d50d01db1375616e999eba2d616df1bc,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:58","2024/12/07 6:59",63,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003658_1733633496,f94d385efb6a77a2516afa9601f94a10,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:51","2024/12/08 5:13",1308,RADIUS,,,6013767,785390,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,172.25.30.161,,,
e05d547b39f3_000_0000006941_1733545248,cee5ec2b972a7d96f3a9213ec37a5125,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:20","2024/12/07 4:23",149,RADIUS,,,113137,400085,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002478_1733550583,e3965fa1b682fb2394204b1b6fbecb29,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:49","2024/12/07 5:50",19,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004045_1733634864,288b3e51082391e900cefbb30b7a679a,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:14","2024/12/08 5:15",71,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002487_1733550669,c2cdf5a5a6a8f6b6cbe6682c62662aa0,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:51","2024/12/07 5:51",47,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003012_1733551571,306ee3d74f3ebe5bff6f97bdffa6cb24,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:06","2024/12/07 6:06",39,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001095_1733546921,3c77a0b1a238387e803af53f1ea9a391,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:48","2024/12/07 4:49",65,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004163_1733554897,353ea5cb8666cf21922be89a37443447,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:01","2024/12/07 7:02",62,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002686_1733544781,f9cda2fe08edd87cf2fafcad61a64f42,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:13","2024/12/07 4:15",122,RADIUS,,,3230446,187066,e0-5d-54-7b-3a-a2:cityroam,ba-8f-f2-05-49-9b,Supplicant-Restart,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004182_1733554997,255ebaf9ae5a90572d5ef24f6347dc9e,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:03",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003043_1733551701,dc8d58e7c3aa57ff5f9ab744768283c4,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:08","2024/12/07 6:09",89,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003485_1733553481,626d5332e8e7e846fa3b1dbd88c25cf3,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:38","2024/12/07 6:38",36,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002038_1733548917,ba66e0d281df317b60e848ab46a94874,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:22","2024/12/07 5:26",261,RADIUS,,,117756,277169,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000004844_1733555021,713f34db5a28b839a2271e39869d4511,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:03","2024/12/07 7:04",40,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000005289_1733641219,6940631ecffc3f37f8168f9c4ea7689c,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 7:00","2024/12/08 7:19",1142,RADIUS,,,1214413,1111263,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,172.25.30.161,,,
e05d547b39f3_000_0000004482_1733637604,e8f8b512195dac27e7eafbb50fcb27f9,mrdk1974@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:00","2024/12/08 6:12",737,RADIUS,,,401876,849169,e0-5d-54-7b-39-f3:cityroam,ba-8f-f2-05-49-9b,User-Request,Framed-User,,172.25.30.161,,,
